,id,price,signed,deadline,method,procurer,supplier,proinn,supinn,registered,address,number,mail,code,product
37555,3660700596316000036,"3 857 016,78 ",2016-01-06,2016-06-30,Электронный аукцион,АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ЗАТО СВОБОДНЫЙ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""П.Г.С."" (-)",6607005963,6623011643,07.02.2003,"['622000, обл СВЕРДЛОВСКАЯ 66, г НИЖНИЙ ТАГИЛ, ул ЭНТУЗИАСТОВ, 10']",8-912-2434073,pgs-nt@mail.ru,42.11.20.000,Ремонт подъездной автомобильной дороги от
37591,3663600366416000006,"3 681 500,00 ",2016-01-29,2016-12-31,Электронный аукцион,АРТИНСКАЯ ПОСЕЛКОВАЯ АДМИНИСТРАЦИЯ АДМИНИСТРАЦИИ АРТИНСКОГО ГОРОДСКОГО ОКРУГА,"Общество с ограниченной ответственностью ""Артидорсервис""",6636003664,6646016285,05.08.2010,"['623340, Свердловская область, р.п. Арти,', 'ул. Рабочей Молодежи, 234']",7-34391-21295,baid-ats@rambler.ru,81.29.12.000,Содержание автомобильных дорог местного значения на территории Артинской поселковой администрации по блоку № 1 в 2016 году
37667,1663300115416000005,"2 398 393,77 ",2016-01-28,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 19 ПО СВЕРДЛОВСКОЙ ОБЛАСТИ,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6633001154,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-343-3573420,Nina.Sterlyadeva@esplus.ru,35.12.10.110,поставка электрической энергии
37678,3661300404416000001,"1 739 880,00 ",2016-01-02,2016-12-31,Электронный аукцион,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОБУХОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,КАМЫШЛОВСКОЕ ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО СВЕРДЛОВСКОГО ОБЛПОТРЕБСОЮЗА (КАМЫШЛОВСКОЕ ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО),6613004044,6644000025,21.10.1993,"['624831, обл СВЕРДЛОВСКАЯ 66, р-н КАМЫШЛОВСКИЙ, с ГАЛКИНСКОЕ, ул МИРА, 110']",8-34375-22285,kampob@yandex.ru,56.29.20.120,Оказание услуг по организации питания учащихся муниципального казенного общеобразовательного учреждения Обуховская  средняя общеобразовательная школа
37680,2666001041516000246,"1 601 385,87 ",2016-01-06,2016-01-10,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""ЛИГА 7"" (ООО ""КОМПАНИЯ ""ЛИГА 7"")",6660010415,6639015160,22.04.2011,"['620075, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул ВОСТОЧНАЯ, 56, 20']",7-343-2424223,admin@liga7.com,21.20.10.181,"СОМАТРОПИН, РАСТАН, раствор для подкожного введения 15 МЕ/мл, 3 мл - картриджи , ОАО ""Фармстандарт-Уфимский витаминный завод"" (ОАО ""Фармстандарт-УфаВИТА"") - Россия"
37739,1666001327916000120,"1 126 308,00 ",2016-01-03,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ - СВЕРДЛОВСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПОЧТА РОССИИ"" (ФГУП ""ПОЧТА РОССИИ"")",6660013279,7724261610,14.02.2003,"['131000, г МОСКВА 77, ш ВАРШАВСКОЕ, 37']",8-495-9569950,office@russianpost.ru,53.10.19.000,Услуги почтовой связи
37781,2666001041516000036,"2 217 600,00 ",2016-01-26,2016-12-31,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКСИОМА"" (ООО ""АКСИОМА"")",6660010415,6658446821,29.11.2013,"['620028, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул ДОЛОРЕС ИБАРРУРИ, 2, КОМНАТА 18']",7-343-3821945,aksiomaekb@gmail.com,10.86.10.510,"Смесь для выпечки МакМастер Рисовая (без глютена), ООО Макарон -Сервис», Россия"
37838,2666001041516000254,"4 377 800,00 ",2016-01-06,2016-12-31,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНЫЙ ФАРМАЦЕВТИЧЕСКИЙ ЦЕНТР"" (ООО ""РЕГИОНАЛЬНЫЙ ФАРМАЦЕВТИЧЕСКИЙ ЦЕНТР"")",6660010415,7713701259,30.09.2010,"['115035, г МОСКВА 77, ул САДОВНИЧЕСКАЯ, ДОМ 72, СТРОЕНИЕ 1, ОФИС 18А']",7-343-2314414,regfarm.c@gmail.com,21.20.23.111,"ТЕСТ- ПОЛОСКИ ДЛЯ ОПРЕДЕЛЕНИЯ СОДЕРЖАНИЯ ГЛЮКОЗЫ В КРОВИ! Тест-полоски ""Уан-Тач Селект"" к портативной системе контроля уровня глюкозы в крови ""УанТач Селект"" №50 тест-полоски к глюкометру №50 , ""Лайфскан Юроп"" подразделение ""Силаг ГмбХ Интернешнл"",Швейцария"
37847,1666110294016000002,"4 415 100,00 ",2016-01-21,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ - УПРАВЛЕНИЕ ПЕНСИОННОГО ФОНДА РОССИЙСКОЙ ФЕДЕРАЦИИ В ЛЕНИНСКОМ РАЙОНЕ ГОРОДА ЕКАТЕРИНБУРГА СВЕРДЛОВСКОЙ ОБЛАСТИ,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПОЧТА РОССИИ"" (ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПОЧТА РОССИИ"")",6661102940,7724261610,14.02.2003,"['131000, г МОСКВА 77, ш ВАРШАВСКОЕ, 37']",7-343-3711124,svetlana.dolgaya@russianpst.ru,53.10.12.000,"Услуги общедоступной почтовой связи: пересылка внутренней письменной  корреспонденции (почтовых карточек, писем, бандеролей)"
37931,2664601518616000004,"1 749 756,84 ",2016-01-26,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПОЖАРНО-ТЕХНИЧЕСКОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ОТРЯД ПРОТИВОПОЖАРНОЙ СЛУЖБЫ СВЕРДЛОВСКОЙ ОБЛАСТИ № 2""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6646015186,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-343-3576912,sesb@ies-holding.com,35.11.10.119,электрическая энергия
37964,3662601124016000001,"1 399 000,00 ",2016-01-02,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ПОЛЕВСКОГО ГОРОДСКОГО ОКРУГА ""ДЕТСКИЙ САД № 69 КОМБИНИРОВАННОГО ВИДА""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6626011240,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-34350-40557,sesb@ies-holding.com,35.12.10.110,поставка электрической энергии
37978,2666900354016000001,"1 644 295,01 ",2016-01-02,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","государственное автономное профессиональное образовательное учреждение Свердловской области ""Нижнетагильский техникум информационных технологий, сервиса и предпринимательства ""Самородок""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАГИЛТЕПЛОСБЫТ"" (ООО ""ТАГИЛТЕПЛОСБЫТ"")",6669003540,7731438233,27.05.2014,"['622034, обл СВЕРДЛОВСКАЯ 66, г НИЖНИЙ ТАГИЛ, пр-кт ЛЕНИНА, 67']",7-3435-246929,PPU.246301@mail.ru,35.30.11.120,Оказание услуг по теплоснабжению
38041,3661500659016000001,"2 030 000,00 ",2016-01-29,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД ""РОСИНКА""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЧКАНАРСКАЯ ТЕПЛОСНАБЖАЮЩАЯ КОМПАНИЯ"" (ООО ""КАЧКАНАРСКАЯ ТЕПЛОСНАБЖАЮЩАЯ КОМПАНИЯ"")",6615006590,6615015348,11.03.2015,"['624350, обл СВЕРДЛОВСКАЯ 66, г КАЧКАНАР, мкр 8-Й, ДОМ 17']",7-34341-69498,pavel.yusim@evraz.com,35.30.12.130,Горячее водоснабжение
38087,1665802145916000012,"2 186 730,00 ",2016-01-13,2016-12-31,Электронный аукцион,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УРАЛЬСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ОХРАНЫ МАТЕРИНСТВА И МЛАДЕНЧЕСТВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","Общество с ограниченной ответственностью ""Компания ""Лига 7""",6658021459,6639015160,22.04.2011,['620075 Российская Федерация Свердловская область г . Екатеринбург  ул. Восточная  д.56 оф.20'],7-343-2425411,chelpanova@liga7.com,21.20.10.239,Куросурф
38128,2666001041516000038,"21 379 080,00 ",2016-01-27,2016-01-10,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""Р-ФАРМ"" (АО ""Р-ФАРМ"")",6660010415,7726311464,31.10.2013,"['123154, г МОСКВА 77, ул БЕРЗАРИНА, ДОМ 19, КОРПУС 1']",7-495-9567937,info@rpharm.ru,21.20.10.194,"ДИДАНОЗИН, ВИДЕКС, капсулы кишечнорастворимые 400 мг,№ 30 , Бристол-Майерс Сквибб Компани, США"
38152,3662600356016000065,"1 474 147,08 ",2016-01-11,2017-11-28,Электронный аукцион,АДМИНИСТРАЦИЯ ПОЛЕВСКОГО ГОРОДСКОГО ОКРУГА,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" АГРОЦВЕТ "" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" АГРОЦВЕТ "")",6626003560,6626014748,16.02.2005,"['623380, обл СВЕРДЛОВСКАЯ 66, г ПОЛЕВСКОЙ, ул ВЕРШИНИНА, 16']",7-34350-55625,agrocvet1@rambler.ru,81.29.12.000,Оказание услуг по зимнему и летнему содержанию объектов внешнего благоустройства на территории Полевского городского округа в 2016-2017гг.
38225,3667436865916000002,"1 850 000,00 ",2016-01-02,2017-02-20,"Закупка у единственного поставщика (подрядчика, исполнителя)",МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №18,"Открытое акционерное общество ""Екатеринбургэнергосбыт""",6674368659,6671250899,30.01.2008,"['620144, Свердловская область, город Екатеринбург, ул.Сурикова, 48']",3590759,budget@eens.ru,35.12.10.110,Оказание услуг по передаче электрической энергии
38248,1722300731616000092,"1 388 000,00 ",2016-01-08,2016-11-30,Открытый конкурс,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ""УРАЛ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""",Общество с ограниченной ответственностью «ПроектПлюс» (ООО «ПроектПлюс»),7223007316,7724334459,22.09.2015,"['117405, г. Москва, ул. Кирпичные Выемки, д. 2 корп. 1, пом. XII']",79175377707,projectplus@inbox.ru,71.12.19.000,"Проведение проектных и изыскательских работ на ремонт объекта: ""Мост через реку Арийка на км 200+300 автомобильной дороги Р-242 Пермь -Екатеринбург"""
38300,3666205666216000014,"18 589 516,00 ",2016-01-25,2016-12-31,Электронный аукцион,"Муниципальное автономное учреждение ""Городская больница № 36 ""Травматологическая""","Общество с ограниченной ответсвенностью 'Научно-производственное предприятие ""Волтарс' (ООО 'НПП Волтарс')",6662056662,6661077998,25.12.2002,"['620014, Российская Федерация, Свердловская обл., г. Екатеринбург, ул. Малышева, 28, 705, ОКАТО: 65401364000']",8-343-3683680,v.konkova@voltars.ru,32.50.22.127,расходные материалы для хирургических операций методом накостного и интрамедулярного остеосинтеза на 2016 год
