3661100361619000002,"9 506 981,40 ",01.02.2019,31.12.2019,Электронный аукцион,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД ИРБИТ ""ДВОРЕЦ КУЛЬТУРЫ ИМЕНИ В.К. КОСТЕВИЧА""","Общество с ограниченной ответственностью ""Стройсервисинвест""",6611003616,6670240440,26.12.2008,"['620000, Свердловская обл, Екатеринбург г, Свердловск г, ул.Ленина, д.68 - 3']",8-961-765-3333,ssi.10@bk.ru,43.99.90.190,"Выполнение работ по капитальному ремонту фасада дворца культуры им. В.К. Костевича по адресу: г. Ирбит, ул. Свердлова, 17"
3665400384320000025,"2 795 094,72 ",22.06.2020,30.10.2020,Электронный аукцион,АДМИНИСТРАЦИЯ ТАЛИЦКОГО ГОРОДСКОГО ОКРУГА,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" АГРОПРОМХИМИЯ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" АГРОПРОМХИМИЯ"")",6654003843,6654009059,01.01.2012,"['623620, ОБЛ СВЕРДЛОВСКАЯ 66, Р-Н ТАЛИЦКИЙ, П ТРОИЦКИЙ, УЛ ЭНГЕЛЬСА, 8']",7-34371-41606,agrotol@mail.ru,43.99.90.190,"Выполнение работ по обустройству контейнерных площадок на территории Талицкого городского округа (на 5 контейнера, цена за 1 контейнерную площадку)"
3661301017518000017,"1 310 174,12 ",28.04.2018,31.12.2018,Электронный аукцион,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБЕСПЕЧЕНИЯ ДЕЯТЕЛЬНОСТИ АДМИНИСТРАЦИИ КАМЫШЛОВСКОГО ГОРОДСКОГО ОКРУГА""","Общество с ограниченной ответственностью ""КРЭП"" (Общество с ограниченной ответственностью ""КРЭП"")",6613010175,6685011160,28.05.2012,"['620075, г. Екатеринбург, ул. Проспект Ленина, д.50, корп. А, офис 4']",7-343-2909011,2909088@mail.ru,38.11.29.000,"Услуги по сбору прочих неопасных отходов, непригодных для повторного использования"
1665802145918000206,"3 605 269,00 ",07.11.2018,24.12.2018,Электронный аукцион,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УРАЛЬСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ОХРАНЫ МАТЕРИНСТВА И МЛАДЕНЧЕСТВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",Закрытое акционерное общество «Дельрус Медицинская Компания»,6658021459,6671108966,28.03.2014,['620102 Российская Федерация Свердловская область  г. Екатеринбург  ул. Посадская  д. 23  офис 605  литер Е'],7-343-3792010,uroffice@delrus.ru,32.50.12.000,"Стерилизаторы хирургические или лабораторные (Стерилизатор медицинский ""Стериплаз"" (Steriplaz) – 50)"
3662500473018000049,"1 100 000,00 ",08.08.2018,31.12.2018,Электронный аукцион,АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ПЕРВОУРАЛЬСК,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАНТ"" (ООО ""АТЛАНТ"")",6625004730,7404066521,24.11.2015,"['456200, обл ЧЕЛЯБИНСКАЯ 74, г ЗЛАТОУСТ, ул ИМ Н.Б.СКВОРЦОВА, ДОМ 35']",8-912-2881685,89122881685@mail.ru,68.10.12.000,"приобретение жилого помещения для нуждающихся в улучшении жилищных условий, состоящие на учете очередности по городскому округу"
1665802145916000085,"2 996 821,00 ",25.05.2016,31.12.2016,Электронный аукцион,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УРАЛЬСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ОХРАНЫ МАТЕРИНСТВА И МЛАДЕНЧЕСТВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",Закрытое акционерное общество «Дельрус Медицинская Компания»,6658021459,6671108966,14.09.2001,['620102 Российская Федерация Свердловская область г.Екатеринбург ул.Посадская д.23 офис 605 литер Е'],7-343-3792010,uroffice@delrus.ru,32.50.50.000,Материалы расходные к аппаратам для аутотрансфузиологии фирмы Haemonetics с принадлежностями: Резервуары коллекторные :240MTSA
2666212602019000060,"7 861 050,00 ",19.08.2019,25.12.2019,Открытый конкурс в электронной форме,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ЦЕНТР ПСИХОЛОГО-ПЕДАГОГИЧЕСКОЙ,МЕДИЦИНСКОЙ И СОЦИАЛЬНОЙ ПОМОЩИ ""РЕСУРС""","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ ИМЕНИ ПЕРВОГО ПРЕЗИДЕНТА РОССИИ Б.Н. ЕЛЬЦИНА""",6662126020,6660003190,17.01.2001,"['620002, ОБЛ СВЕРДЛОВСКАЯ, Г ЕКАТЕРИНБУРГ, УЛ МИРА, ДОМ 19,']",73433754757,rectorat@ustu.ru,74.90.19.190,"Выполнение научно-исследовательской работы по теме: ""Проведение научно- исследовательских и проектно-исследовательских работ по разработке приложения к планшету/ смартфону ""Электронный тьютор"" для детей с ОВЗ, получающих образование в условиях инклюзии."""
3665700195717000023,"1 414 513,86 ",26.06.2017,31.08.2017,Электронный аукцион,АДМИНИСТРАЦИЯ ШАЛИНСКОГО ГОРОДСКОГО ОКРУГА,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШАЛИНСКОЕ СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШАЛИНСКОЕ СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ"")",6657001957,6657000375,03.05.2017,"['623030, ОБЛ СВЕРДЛОВСКАЯ 66, Р-Н ШАЛИНСКИЙ, РП ШАЛЯ, УЛ НЕФТЯНИКОВ, ДОМ 22']",7-34358-21858,shal_su@mail.ru,42.11.20.000,Ремонт автомобильных дорог местного значения в р.п. Шаля
2665202790518000267,"1 291 283,00 ",01.08.2018,31.12.2018,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ  УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СЫСЕРТСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",Комарова Анна НиколаевнаИндивидуальный предприниматель,6652027905,663404970438,01.06.2015,"['620146, Российская Федерация, Свердловская обл., г. Екатеринбург, ул. Громова, дом 30, кв. 189, ОКАТО: 65401000000']",7-343-3824391,ip-komarova@bk.ru,26.60.12.132,видеогастроскоп
3662100253018000069,"13 361 909,70 ",16.04.2018,31.12.2018,Электронный аукцион,АДМИНИСТРАЦИЯ НЕВЬЯНСКОГО ГОРОДСКОГО ОКРУГА,"Общество с ограниченной ответственностью ""УЭСК ""КОРАЛ""",6621002530,6671277756,16.01.2009,"['620014, Свердловская область, г. Екатеринбург, ул. Добролюбова, 7Б.']",8-343-3764877,v.s.prihodko@list.ru,41.20.40.000,В соответствии с Описанием объекта закупки
1666101464520000037,"1 155 827,27 ",22.01.2020,20.04.2020,Электронный аукцион,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УРАЛЬСКОЕ ОКРУЖНОЕ УПРАВЛЕНИЕ МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО СНАБЖЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ШАХТМЕТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ШАХТМЕТ"")",6661014645,6155041699,10.02.2006,"['346504, ОБЛ РОСТОВСКАЯ 61, Г ШАХТЫ, ПР-КТ ЧЕРНОКОЗОВА, 216']",7-863-6225802,contact@shahtmetall.ru,25.99.29.190,Закрепка металлическая золотистого цвета с эмблемой Министерства внутренних дел Российской Федерации (тип А)
2667119322420000011,"1 512 295,32 ",26.05.2020,31.10.2020,"Электронный аукцион на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства, предусматривающих проектную документацию, утвержденную в порядке, установленном законодательством о градостроительной деятельности","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПОЖАРНО-ТЕХНИЧЕСКОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ОТРЯД ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ ПРОТИВОПОЖАРНОЙ СЛУЖБЫ СВЕРДЛОВСКОЙ ОБЛАСТИ""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИТАН-ГРУПП""",6671193224,6671097633,24.07.2019,"['620149, ОБЛ СВЕРДЛОВСКАЯ, Г ЕКАТЕРИНБУРГ, УЛ АНАТОЛИЯ МЕХРЕНЦЕВА, ДОМ 38, КВАРТИРА 296']",8-922-6164042,GroupTG@yandex.ru,43.34.20.120,Проведение текущего ремонта здания (замена окон)
3662100253017000153,"1 190 015,05 ",30.08.2017,29.12.2017,Электронный аукцион,АДМИНИСТРАЦИЯ НЕВЬЯНСКОГО ГОРОДСКОГО ОКРУГА,Малявкина Валерия Валерьевна,6621002530,6621000670,23.06.1997,"['Россия, Свердловская область, город Невьянск, улица Урицкого, д.21']",8-912-6572625,zaprudinana@nevyansk.net,68.31.11.110,"Приобретение квартиры площадью не менее 40,3 кв.м"
2666901486219000011,"16 870 298,17 ",09.01.2019,31.12.2020,"Закупка у единственного поставщика (подрядчика, исполнителя)","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА № 7""","НИЖНЕТАГИЛЬСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НИЖНЕТАГИЛЬСКИЕ ТЕПЛОВЫЕ СЕТИ""",6669014862,6623075742,03.02.2011,"['622002, Свердловская область, г. Нижний Тагил, ул. Черных, д. 16']",8-3435-230106,post@nt-ts.ru,35.30.11.120,"Оказание услуг по передаче тепловой энергии и горячей воды (ул. Монтажников, 80). В соответствии с контрактом"
1771014610219000002,"1 236 912,00 ",29.12.2018,31.12.2019,Электронный аукцион,Управление Генеральной прокуратуры Российской Федерации в Уральском федеральном округе,"ФИЛИАЛ ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ОХРАНА"" РОСГВАРДИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ (ФИЛИАЛ ФГУП ""ОХРАНА"" РОСГВАРДИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ)",7710146102,7719555477,27.03.2007,"['620075, Свердловская обл., г. Екатеринбург, ул. Карла Либкнехта, д. 22, оф. 701']",7-343-3824444,odprfgup@mail.ru,80.10.12.000,"Охрана помещения в зданиях, расположенных по адресу: г. Екатеринбург, ул. Пушкина, 3"
1667115380017000019,"691 533 194,00 ",02.08.2017,20.12.2019,"Закупка у единственного поставщика (подрядчика, исполнителя)",ДЕПАРТАМЕНТ ПО НЕДРОПОЛЬЗОВАНИЮ ПО УРАЛЬСКОМУ ФЕДЕРАЛЬНОМУ ОКРУГУ,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСГЕОЛОГИЯ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСГЕОЛОГИЯ"")",6671153800,7724294887,06.10.2014,"['117246, Г МОСКВА 77, УЛ ХЕРСОНСКАЯ, ДОМ 43, КОРПУС 3']",7-499-2719760,info@rusgeology.ru,71.12.33.000,Параметрическое бурение скважины №1 Баженовская
1666212739117000020,"11 202 400,00 ",01.09.2017,31.07.2018,"Закупка у единственного поставщика (подрядчика, исполнителя)",ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ-УПРАВЛЕНИЕ ПЕНСИОННОГО ФОНДА РОССИЙСКОЙ ФЕДЕРАЦИИ В ОКТЯБРЬСКОМ РАЙОНЕ ГОРОДА ЕКАТЕРИНБУРГА СВЕРДЛОВСКОЙ ОБЛАСТИ,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ АВТОМАТИКИ ИМЕНИ АКАДЕМИКА Н.А. СЕМИХАТОВА"" (АО ""НПО АВТОМАТИКИ"")",6662127391,6685066917,01.07.2014,"['620075, ОБЛ СВЕРДЛОВСКАЯ 66, Г ЕКАТЕРИНБУРГ, УЛ МАМИНА-СИБИРЯКА, 145']",7-343-2637626,npoa@mail.ru,68.20.12.000,"Аренда недвижимого имущества, расположенного в здании по адресу: Свердловская область, г.Екатеринбург, ул.Мамина-Сибиряка, д.145, общей площадью помещений 1591,25 кв.м. (номера нежилых помещений согласно Приложению №1 к государственному контракту)"
3660601895219000006,"55 380 875,11 ",25.03.2019,31.08.2020,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА ГОРОДСКОГО ОКРУГА ВЕРХНЯЯ ПЫШМА""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ЕКАТЕРИНБУРГ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ЕКАТЕРИНБУРГ"")",6606018952,6660004997,06.05.2003,"['620014, ОБЛ СВЕРДЛОВСКАЯ 66, Г ЕКАТЕРИНБУРГ, УЛ МАЛЫШЕВА, 4, А']",7-343-3856968,sog@svoblgaz.ru,42.21.12.000,"Компенсация собственнику сетей убытков, вызванных выносом объекта газораспределения"
